Secuencia,Nombre común,Diámetro (cm),Altura total (m),Altura comercial (m),Volumen comercial (m3),Valor comercial aproximado (CRC)
D2569,guácimo,28.4,8,2,0,1261.24
D2570,guachipelín,29,5,1.5,0,1793.31
D2571,carao,83.7,12,2,1,0
D2572,guácimo,32.8,7,1.5,0,1261.74
D2573,guácimo,35,7,2,0,1915.57
D2574,guácimo,42,6,1.3,0,1792.97
D2575,guácimo,25.5,6,1.5,0,762.61
D2576,guácimo,41,7,1.5,0,1971.47
D2577,guácimo,42.5,8,2,0,2824.48
D2578,guácimo,33.5,6,1.5,0,1316.17
D2579,sietecueros-pavillo,26.3,6,1.3,0,1022.62
D2580,jocote,34.3,5,1.5,0,0
D2581,laurel,44,10,4,0,12439.77
D2582,roble sabana,58.3,11,3,0,12755.85
D2583,gavilancillo,33,11,2,0,2291.17
D2584,gavilancillo,27.2,11,2,0,1556.57
D2585,indio pelado,26,6,2,0,0
D2586,guaba,26.5,4,2,0,0
D2587,roble sabana,40.2,14,3,0,6064.91
D2588,laurel,30,10,4,0,5782.95
D2589,guácimo,56,9,2,0,4903.85
D2590,guachipelín,44.5,12,2,0,5630.13
D2591,guácimo,53.3,9,2,0,4442.38
D2592,guayacán,44.5,11,2.5,0,7037.66
D2593,roble sabana,17.3,5,1.5,0,561.61
D2594,guácimo,32.8,6,1.3,0,1093.51
D2595,laurel,22,8,1.5,0,1166.23
D2596,guachipelín,54.3,9,3,0,12574.46
D2597,marañon,16.7,4,1.3,0,0
D2598,cocobolo,61.3,10,1.3,0,16527.60
D2599,cenízaro,59,12,2,0,18111.46
D2600,nance,38.7,8,1.5,0,0
D2601,cenízaro,112.3,14,3,1.4857,98423.84
D2602,guácimo,60,6,2,0,5629.42
D2603,sietecueros-pavillo,28.2,5,1.5,0,1356.59
D2604,roble sabana,48.2,10,3,0,8719.00
D2605,cenízaro,38.2,8,1.5,0,5694.26
D2606,laurel de la india,16.2,5,1.3,0,0
D2607,laurel de la india,19.7,5,1.3,0,0
D2608,cenízaro,46.5,9,2,0,11250.08
D2609,roble sabana,62,8,2,0,9617.55
D2610,almendro de playa,28.5,7,3,0,0
D2611,carao,60,15,5,1,0
D2612,guácimo,48.3,8,2,0,3648.00
D2613,jobo,40.7,6,2,0,3061.26
D2614,jobo,48.3,12,3,0,6466.92
D2615,sietecueros-pavillo,19.2,5,1.5,0,628.86
D2616,cenízaro,122,15,2,1.169,77440.69
D2617,lorito,42,4,1.3,0,0
D2618,lorito,50,10,1.5,0,0
D2619,guayaquil,55.8,12,2.5,0,8188.58
D2620,cedro amargo,25,7,2,0,4282.48
D2621,laurel,31.4,13,2,0,3167.64
D2622,guácimo,48.9,8,1.3,0,2430.48
D2623,laurel,20.2,7,2,0,1310.93
D2624,guayaquil,56,14,2,0,6597.91
D2625,guayaquil,40.7,14,2,0,3485.13
D2626,guayaquil,57.5,14,2,0,6956.10
D2627,almendro de playa,25.6,7,1.5,0,0
D2628,almendro de playa,26.5,7,2,0,0
D2629,almendro de playa,29.9,6,1.5,0,0
D2630,almendro de playa,21.7,4,1.5,0,0
D2631,malinche,25.5,5,1.5,0,0
D2632,guachipelín,39.1,10,3,0,6519.93
D2633,almendro de playa,20,5,1.5,0,0
D2634,almendro de playa,22.7,7,2,0,0
D2635,almendro de playa,23.5,7,2,0,0
D2636,malinche,47,8,1.5,0,0
D2637,higuerón,38.5,6,0,0,0
D2638,guapinol,34.2,8,2.5,0,8313.63
D2639,almendro de playa,28.3,8,3,0,0
D2640,guayaquil,103.1,12,3,1.2523,33545.85
D2641,almendro de playa,23,6,1.3,0,0
D2642,almendro de playa,21,6,1.3,0,0
D2643,roble sabana,41.5,10,2.5,0,5386.26
D2644,cocobolo,39.4,9,2.5,0,13130.40
D2645,cenízaro,95.4,14,3,1.0722,71029.30
D2646,cenízaro,92.2,14,2,1,44229.43
D2647,guayaquil,33.4,8,2.5,0,2933.82
D2648,guayaquil,69.5,15,2.5,0,12703.10
D2649,roble sabana,17.2,6,1.5,0,555.14
D2650,guácimo,27,10,1.5,0,854.97
D2651,,,,,,
D2652,chaperno blanco,15.9,7,2,0,0
D2653,cenízaro,92.5,14,5,1.68,111294.32
D2654,guácimo colorado,47.5,15,4,0,0
D2655,cenízaro,119.5,16,5,2.8039,185748.52
D2656,carao,64,15,2,0,0
D2657,carao,65.6,15,2,0,0
D2658,tamarindo,60.8,10,2,0,0
D2659,laurel,27.4,14,3,0,3618.01
D2660,guácimo,33.6,7,1.5,0,1324.04
D2661,guachipelín,63.5,14,2.5,0,14330.32
D2662,laurel,39.3,15,5,0,12405.15
D2663,laurel,28.7,15,5,0,6615.77
D2664,cedro amargo,49,13,4,0,32903.16
D2665,corteza amarilla,25.8,5,1.5,0,2838.76
D2666,guayaquil,43,13,2.5,0,4862.70
D2667,guarumo,34.2,14,2,0,0
D2668,guarumo,26.5,12,1.5,0,0
D2669,guarumo,26,12,1.5,0,0
D2670,guayaquil,23,4,1.3,0,723.43
D2671,guayaquil,80,15,5,1.2566,33662.79
D2672,guanacaste,95.5,15,3,1.0745,78568.38
D2673,guácimo colorado,56.8,13,2,0,0
D2674,laurel,22.8,8,2,0,1670.12
D2675,almendro de montaña,47,8,2,0,2826.22
D2676,indio pelado,16.5,5,1.5,0,0
D2677,orgullo de la india,20.2,6,1.5,0,0
D2678,orgullo de la india,15.7,6,1.5,0,0
D2679,orgullo de la india,31.4,8,2,0,0
D2680,orgullo de la india,16,4,1.3,0,0
D2681,laurel,22,12,2,0,1554.97
D2682,guayaquil,67,17,4,1,18889.04
D2683,guayaquil,52.3,17,2,0,5754.84
D2684,chaperno blanco,16.2,7,1.3,0,0
D2685,guanacaste,17,5,1.5,0,1244.83
D2686,gavilancillo,15.4,8,1.5,0,374.23
D2687,jobo,53.8,12,1.3,0,3476.88
D2688,guarumo,26.3,12,2,0,0
D2689,cedro amargo,17.8,7,1.5,0,1628.23
D2690,guarumo,23,11,1.3,0,0
D2691,laurel,27.5,12,2,0,2429.64
D2692,peine mico,18.2,5,1.5,0,0
D2693,nance,37.5,8,2,0,0
D2694,guácimo colorado,50.2,7,2,0,0
D2695,jobo,62,10,3,0,10655.81
D2696,jobo,25.2,10,1.5,0,880.19
D2697,guácimo,28.5,6,1.3,0,825.59
D2698,guácimo,25.5,6,1.3,0,660.93
D2699,madroño,17,5,1.3,0,0
D2700,madroño,20.5,6,2,0,0
D2701,hule,17.7,5,1.3,0,0
D2702,hule,16,5,1.3,0,0
D2703,guarumo,39.7,12,3,0,0
D2704,mamón,43,10,1.5,0,0
D2705,mamón,32.3,10,1.3,0,0
D2706,mamón,24.8,10,1.3,0,0
D2707,carao,90.5,12,3,1,0
D2708,ron ron,48,16,3,0,23385.63
D2709,cedro amargo,60,16,4,1,49334.19
D2710,cenízaro,105,15,4,1.7318,114725.02
D2711,peine mico,21.6,8,1.5,0,0
D2712,guácimo,28.2,6,2,0,1243.54
D2713,guácimo,78,9,2,0,9513.72
D2714,roble sabana,46.9,6,2,0,5503.35
D2715,cañafístula,29.8,6,2,0,0
D2716,guácimo,68,6,1.5,0,5423.01
D2717,roble sabana,38,8,2,0,3612.84
D2718,guachipelín,39,8,1.3,0,2810.87
D2719,cenízaro,84,10,2,1,36712.01
D2720,cocobolo,48.2,8,2.5,0,19650.77
D2721,guácimo,51.7,6,1.3,0,2716.79
D2722,guácimo,54,8,1.5,0,3419.87
D2723,guácimo,26.7,8,1.3,0,724.60
D2724,sietecueros-pavillo,51,7,2,0,5916.01
D2725,cenízaro,125,15,3,1.8408,121944.11
D2726,guácimo,46.8,6,1.5,0,2568.70
D2727,guácimo,44,6,1.5,0,2270.53
D2728,laurel de la india,36.5,7,1.5,0,0
D2729,laurel de la india,55.9,7,1.5,0,0
D2730,laurel de la india,70.5,7,1.3,0,0
D2731,guachipelín,57,6,1.5,0,6928.02
D2732,cocobolo,26,6,1.5,0,3430.70
D2733,cocobolo,34,10,2,0,7822.28
D2734,laurel,33.5,12,2,0,3605.51
D2735,cocobolo,22.4,7,1.5,0,2546.44
D2736,guanacaste blanco,71.7,16,3,1,44287.32
D2737,guácimo,38.3,7,1.5,0,1720.36
D2738,guácimo,28,7,1.3,0,796.88
D2739,guácimo,25.3,6,1.5,0,750.69
D2740,cocobolo,32.1,8,2,0,6972.45
D2741,guaitil,25.3,8,3,0,0
D2742,guácimo,41.5,8,2,0,2693.13
D2743,cocobolo,25.5,9,1.5,0,3300.02
D2744,cocobolo,39,11,1.5,0,7719.09
D2745,cocobolo,37.8,11,2,0,9668.50
D2746,guácimo,22.7,6,1.5,0,604.33
D2747,guácimo,31.8,7,1.5,0,1185.98
D2748,guaitil,26,8,1.5,0,0
D2749,guayaquil,21.7,7,2,0,990.72
D2750,guácimo,50,6,1.5,0,2931.99
D2751,guanacaste,109,18,2,1,68234.31
D2752,cocobolo,16.3,4,1.5,0,1348.38
D2753,guaitil,25.7,10,2.5,0,0
D2754,guaitil,22,6,1.5,0,0
D2755,laurel muñeco,19.2,7,1.5,0,888.26
D2756,guácimo,46.4,9,1.5,0,2524.98
D2757,guácimo,33.7,9,1.3,0,1154.34
D2758,sietecueros-pavillo,25,9,2,0,1421.57
D2759,guácimo,37.7,9,2,0,2222.51
D2760,guácimo,32.5,6,1.3,0,1073.60
D2761,guácimo,24,6,1.3,0,585.46
D2762,guácimo,25,5,1.5,0,733.00
D2763,guácimo,43.5,7,1.5,0,2219.22
D2764,cocobolo,20,5,1.5,0,2030.00
D2765,guanacaste blanco,71.2,18,2.5,0,36393.16
D2766,guaitil,20.8,7,1.5,0,0
D2767,guácimo,26.7,6,1.5,0,836.07
D2768,guácimo,28.2,6,1.3,0,808.30
D2769,guácimo,17.3,6,1.3,0,304.21
D2770,guácimo,23.7,6,1.3,0,570.91
D2771,laurel,22.9,8,1.5,0,1263.60
D2772,guácimo,30.7,8,2,0,1473.80
D2773,guácimo,32.8,8,1.5,0,1261.74
D2774,cenízaro,85.5,18,3,1,57052.28
D2775,guácimo,18.7,5,1.5,0,410.11
D2776,guácimo,29.5,7,1.5,0,1020.63
D2777,guácimo,26,7,1.3,0,687.10
D2778,laurel,26.7,8,1.5,0,1717.75
D2779,guácimo,27.6,6,1.5,0,893.39
D2780,guácimo,25.6,6,1.5,0,768.60
D2781,guácimo,30.5,6,1.5,0,1090.99
D2782,sietecueros-pavillo,28.5,7,1.5,0,1385.60
D2783,guácimo,29.7,6,2,0,1379.35
D2784,guácimo,28.8,6,1.5,0,972.76
D2785,guácimo,25.7,5,1.5,0,774.62
D2786,guaitil,30,7,2,0,0
D2787,guácimo,22.4,5,1.3,0,510.00
D2788,guácimo,24.2,5,2,0,915.78
D2789,guácimo,19.7,5,1.3,0,394.46
D2790,guácimo,22.7,5,1.3,0,523.75
D2791,guácimo,20,7,2,0,625.49
D2792,cocobolo,39.3,11,3,0,15676.60
D2793,guácimo,35,7,2,0,1915.57
D2794,guácimo,22.3,7,1.3,0,505.46
D2795,guácimo,28.8,7,1.5,0,972.76
D2796,guácimo,24.3,7,1.5,0,692.52
D2797,indio pelado,16.5,4,1.5,0,0
D2798,guayaquil,40.5,14,1.5,0,2588.22
D2799,guanacaste blanco,65.4,18,3,1,36846.53
D2800,guácimo,30,8,1.3,0,914.78
D2801,guácimo,22.4,8,1.3,0,510.00
D2802,guácimo,27.1,8,1.5,0,861.31
D2803,guácimo,27.3,8,1.5,0,874.07
D2804,jocote,40.4,6,1.5,0,0
D2805,guácimo,27.2,4,1.3,0,751.99
D2806,guácimo,19.2,6,1.3,0,374.69
D2807,guaitil,19.8,7,1.5,0,0
D2808,corteza amarilla,18,6,1.5,0,1381.77
D2809,cortez negro,21.4,7,1.5,0,1953.07
D2810,cenízaro,60,12,2.5,0,23413.27
D2811,guácimo,31,8,2,0,1502.74
D2812,guácimo,31,8,2,0,1502.74
D2813,guácimo,18.5,8,1.5,0,401.39
D2814,guácimo,28.3,7,2,0,1252.37
D2815,guácimo,20.3,7,1.3,0,418.86
D2816,jocote,27.8,6,1.3,0,0
D2817,jocote,24.3,6,1.3,0,0
D2818,jocote,31,6,1.3,0,0
D2819,guácimo,38.5,6,1.3,0,1506.59
D2820,guácimo,29.2,6,1.5,0,999.97
D2821,guácimo,42.6,6,1.3,0,1844.56
D2822,cocobolo,39.4,10,2.5,0,13130.40
D2823,guácimo,19,4,1.3,0,366.93
D2824,jobo,21,6,1.5,0,611.24
D2825,guácimo,29,9,1.5,0,986.32
D2826,guácimo,27,9,1.3,0,740.97
D2827,pochote,95,15,2,1,20527.48
D2828,guácimo,34,7,1.5,0,1355.75
D2829,guácimo,31,7,1.3,0,976.78
D2830,guácimo,40,7,1.3,0,1626.28
D2831,cenízaro,100.3,16,2,1,52342.13
D2832,cocobolo,34.5,10,2,0,8054.04
D2833,guaitil,17.8,6,2,0,0
D2834,guácimo,35.8,8,2,0,2004.14
D2835,guácimo,24.5,8,2,0,938.63
D2836,corteza amarilla,26.5,7,2,0,3993.19
D2837,corteza amarilla,15.5,5,1.3,0,887.98
D2838,gavilancillo,26.5,9,2,0,1477.48
D2839,gavilancillo,30,9,2,0,1893.53
D2840,jocote,33.8,6,2,0,0
D2841,cenízaro,57,14,4,1,33808.76
D2842,guácimo,17.5,5,1.5,0,359.17
D2843,laurel,22.4,12,2,0,1612.03
D2844,cenízaro,84,15,2.5,1,45890.01
D2845,guácimo,42,10,2,0,2758.42
D2846,guácimo,22.1,9,1.5,0,572.81
D2847,guácimo,23.1,9,1.3,0,542.37
D2848,guácimo,28.5,9,1.5,0,952.60
D2849,guácimo,19.7,9,1.3,0,394.46
D2850,guácimo,19.7,9,1.5,0,455.15
D2851,poró poró,34,12,2,0,0
D2852,poró poró,37.5,12,2,0,0
D2853,laurel,17.4,7,1.5,0,729.52
D2854,mora,37.7,8,2.5,0,4546.04
D2855,laurel,38.7,9,2,0,4811.70
D2856,guácimo,25.7,6,2,0,1032.83
D2857,guácimo,22.1,6,1.5,0,572.81
D2858,fruta de pava,21.6,14,2,0,0
D2859,almendro de montaña,43,8,2,0,2365.64
D2860,almendro de montaña,31.6,8,1.5,0,958.18
D2861,cenízaro,96,18,4,1.4476,95900.75
D2862,tabaquillo,23.3,10,2.5,0,0
D2863,tabaquillo,17.6,10,1.5,0,0
D2864,guachipelín ratón,29.5,10,2,0,4948.49
D2865,mora,20,6,2,0,1023.53
D2866,laurel muñeco,25.5,9,2,0,2089.09
D2867,laurel muñeco,29.3,14,6,0,8274.34
D2868,tabaquillo,32.8,11,1.5,0,0
D2869,tabaquillo,27.6,11,1.3,0,0
D2870,tabaquillo,22.7,11,1.3,0,0
D2871,tabaquillo,36.4,11,1.3,0,0
D2872,guácimo,25,10,2,0,977.33
D2873,guácimo,20,10,1.5,0,469.12
D2874,guácimo,20,10,1.3,0,406.57
D2875,guácimo,29,6,1.5,0,986.32
D2876,guácimo,27.6,9,1.5,0,893.39
D2877,guácimo,19.7,9,1.5,0,455.15
D2878,guácimo,34.5,8,1.5,0,1395.92
D2879,guácimo,34.4,9,1.3,0,1202.79
D2880,guácimo,36.4,9,2,0,2071.88
D2881,guácimo,30.5,9,1.3,0,945.53
D2882,guácimo,25.8,9,1.5,0,780.66
D2883,guácimo,20.2,9,1.3,0,414.74
D2884,guácimo,23.7,7,1.5,0,658.75
D2885,guácimo,15.9,7,1.3,0,256.96
D2886,guácimo,31.5,7,1.5,0,1163.71
D2887,guácimo,30.3,8,2,0,1435.64
D2888,guácimo,28.7,6,1.5,0,966.02
D2889,guácimo,26.5,7,1.5,0,823.60
D2890,guácimo,24.5,7,1.5,0,703.97
D2891,guácimo,19.7,7,1.3,0,394.46
D2892,guácimo,72.3,7,2,0,8174.06
D2893,guayaquil,59.7,14,2.5,0,9373.22
D2894,guácimo,61.5,6,2,0,5914.41
D2895,guácimo,60.7,6,1.5,0,4321.15
D2896,gavilancillo,31.7,16,3,0,3171.32
D2897,guácimo,29.5,8,1.5,0,1020.63
D2898,guácimo,22.6,8,1.3,0,519.15
D2899,guácimo,26,8,1.5,0,792.81
D2900,laurel,27.8,14,2.5,0,3103.68
D2901,laurel,17.9,10,1.5,0,772.05
D2902,laurel,18,7,1.5,0,780.70
D2903,corteza amarilla,27.5,11,3,0,6450.38
D2904,gavilancillo,34.9,15,2.5,0,3203.25
D2905,gavilancillo,24,15,2,0,1211.86
D2906,gavilancillo,22.6,15,2,0,1074.60
D2907,gavilancillo,24.5,15,2,0,1262.88
D2908,gavilancillo,16.8,15,2,0,593.81
D2909,gavilancillo,19.7,14,2,0,816.51
D2910,jaboncillo,24,9,1.5,0,0
D2911,jaboncillo,15.4,9,1.3,0,0
D2912,gavilancillo,16.9,12,1.5,0,450.68
D2913,gavilancillo,31,15,2,0,2021.87
D2914,laurel,22,13,2,0,1554.97
D2915,laurel,23,10,2,0,1699.54
D2916,laurel,22,10,1.5,0,1166.23
D2917,nance,19.5,6,1.5,0,0
D2918,cocobolo,31,10,3,0,9754.16
D2919,cocobolo,19.2,10,1.5,0,1870.85
D2920,cocobolo,17.1,9,1.5,0,1483.98
D2921,nance,23,9,1.5,0,0
D2922,laurel,26.5,9,1.5,0,1692.12
D2923,laurel,17.3,8,1.5,0,721.16
D2924,nance,57.5,12,1.3,0,0
D2925,laurel,32.6,12,2.5,0,4267.98
D2926,laurel,21.9,12,1.5,0,1155.65
D2927,laurel,21.5,11,1.5,0,1113.82
D2928,laurel,24,14,2.5,0,2313.18
D2929,cocobolo,33.8,12,2.5,0,9663.15
D2930,cocobolo,27.1,12,1.5,0,3727.14
D2931,cocobolo,26,12,1.5,0,3430.70
D2932,guácimo,17.2,6,1.5,0,346.96
D2933,laurel,22,8,2,0,1554.97
D2934,nance,45,10,1.5,0,0
D2935,laurel,25.5,14,3,0,3133.64
D2936,laurel,20.5,8,2,0,1350.16
D2937,laurel,19,12,2,0,1159.80
D2938,guácimo,20,9,1.5,0,469.12
D2939,laurel muñeco,31.5,12,3,0,4781.78
D2940,laurel muñeco,23.2,12,1.5,0,1296.92
D2941,laurel,29.1,14,4,0,5441.18
D2942,guácimo,19.7,6,1.5,0,455.15
D2943,laurel,23,12,3,0,2549.32
D2944,laurel,19.5,12,2,0,1221.65
D2945,guácimo,16.9,5,1.5,0,334.96
D2946,laurel,21.5,13,3,0,2227.64
D2947,laurel,43,14,2,0,5940.37
D2948,guácimo,16.8,7,1.5,0,331.01
D2949,guácimo,19.5,7,1.5,0,445.96
D2950,guácimo,16.2,7,1.5,0,307.79
D2951,laurel,24.8,14,2,0,1975.97
D2952,guácimo,24.7,7,1.5,0,715.51
D2953,guácimo,32.8,8,2,0,1682.32
D2954,laurel,23.7,10,2.5,0,2255.71
D2955,nance,27.5,8,1.5,0,0
D2956,nance,28.5,8,1.5,0,0
D2957,nance,28.2,8,2,0,0
D2958,guácimo,18,6,1.3,0,329.32
D2959,laurel,18.5,14,1.3,0,714.72
D2960,laurel,20,12,1.5,0,963.82
D2961,laurel,24,15,3,0,2775.82
D2962,laurel,23,14,2,0,1699.54
D2963,nance,37.8,9,2,0,0
D2964,laurel,25,12,3,0,3011.95
D2965,laurel,15.2,10,1.3,0,482.48
D2966,laurel,19,10,1.5,0,869.85
D2967,laurel,18,10,2,0,1040.93
D2968,laurel,16.4,10,1.5,0,648.08
D2969,laurel,21.5,13,2,0,1485.09
D2970,laurel,21.1,12,2.5,0,1787.94
D2971,laurel,22.7,12,2,0,1655.50
D2972,laurel,21,12,2,0,1416.82
D2973,laurel,16.1,7,2,0,832.78
D2974,laurel,16.1,8,1.5,0,624.58
D2975,laurel,28.1,14,3,0,3805.23
D2976,laurel,15.3,14,1.5,0,564.05
D2977,laurel,20.7,12,1.5,0,1032.47
D2978,laurel,16,7,1.5,0,616.85
D2979,laurel,23.8,14,2.5,0,2274.79
D2980,laurel,22,12,2,0,1554.97
D2981,laurel,17.5,8,1.5,0,737.93
D2982,laurel,18,8,1.5,0,780.70
D2983,laurel,23.6,12,3,0,2684.06
D2984,nance,33.5,10,2.5,0,0
D2985,nance,23.8,9,2,0,0
D2986,nance,30.6,10,2,0,0
D2987,laurel,25,8,2,0,2007.97
D2988,laurel,26.1,14,2,0,2188.56
D2989,laurel,15.3,12,1.5,0,564.05
D2990,nance,17.7,6,1.5,0,0
D2991,guácimo,20.5,10,2,0,657.16
D2992,laurel,17.5,10,1.5,0,737.93
D2993,nance,30.7,9,1.5,0,0
D2994,laurel,18.5,11,1.5,0,824.67
D2995,madero negro,44,10,2,0,0
D2996,laurel,17,8,1.5,0,696.36
D2997,laurel,24.8,12,1.5,0,1481.98
D2998,madero negro,27.7,9,2,0,0
D2999,laurel,30,12,2.5,0,3614.34
D3000,nance,17.5,6,1.5,0,0
D3001,guácimo,60.5,8,1.5,0,4292.73
D3002,poró poró,31.4,12,2,0,0
D3003,guácimo,35,6,1.3,0,1245.12
D3004,guácimo,28.8,6,1.5,0,972.76
D3005,laurel,15.8,7,1.5,0,601.52
D3006,laurel,19.8,10,2,0,1259.53
D3007,guayaquil,52,12,2,0,5689.01
D3008,laurel,17.3,6,1.5,0,721.16
D3009,laurel muñeco,19,7,1.5,0,869.85
D3010,guácimo,38.8,7,1.5,0,1765.57
D3011,guácimo,24.6,7,1.3,0,615.10
D3012,laurel,21.5,7,1.5,0,1113.82
D3013,nance,34.4,15,3,0,0
D3014,nance,21.4,15,1.5,0,0
D3015,laurel,22.9,12,2,0,1684.80
D3016,cenízaro,57.7,14,4,1,34644.25
D3017,cenízaro,71.3,15,6,1.1978,79350.53
D3018,laurel,39.8,15,4,0,10178.25
D3019,cenízaro,47.7,15,2.5,0,14797.77
D3020,guácimo,26.4,8,1.5,0,817.39
D3021,guanacaste,96.5,18,4,1.4628,106963.21
D3022,cenízaro,58.8,14,1.5,0,13491.66
D3023,cenízaro,57.5,14,1.5,0,12901.69
D3024,carao,27,12,2,0,0
D3025,guanacaste,100.2,18,3,1.1828,86492.12
D3026,guácimo,18.5,5,1.5,0,401.39
D3027,carao,21.5,10,2.5,0,0
D3028,guanacaste blanco,48.6,18,5,0,33912.70
D3029,guanacaste blanco,29.5,18,2,0,4997.97
D3030,madero negro,32.2,10,1.5,0,0
D3031,corteza amarilla,27,12,2,0,4145.30
D3032,guácimo,30.5,6,1.5,0,1090.99
D3033,cenízaro,71.7,16,2,0,26747.79
D3034,guácimo,30.5,6,1.5,0,1090.99
D3035,madero negro,30.5,8,2,0,0
D3036,guácimo,44.3,9,1.5,0,2301.60
D3037,guácimo,42.5,9,2,0,2824.48
D3038,guachipelín,23,7,1.5,0,1128.02
D3039,laurel,44.5,11,4,0,12724.10
D3040,madero negro,25.5,10,1.5,0,0
D3041,laurel,25.2,12,2,0,2040.22
D3042,laurel,16.5,6,1.5,0,656.00
D3043,laurel,18.5,8,2,0,1099.56
D3044,guácimo,51.3,8,2,0,4115.25
D3045,guácimo,24.8,8,1.5,0,721.32
D3046,laurel,23.4,10,2,0,1759.17
D3047,laurel,29,8,2,0,2701.92
D3048,guácimo,67.7,7,1.5,0,5375.26
D3049,roble sabana,18.3,6,1.5,0,628.41
D3050,roble sabana,29.9,6,1.3,0,1453.91
D3051,indio pelado,18.5,6,2,0,0
D3052,roble sabana,17.3,6,1.5,0,561.61
D3053,guácimo,47.5,7,1.5,0,2646.12
D3054,guácimo,50,7,1.5,0,2931.99
D3055,guácimo,32,7,1.3,0,1040.82
D3056,cenízaro,54,15,2.5,0,18964.75
D3057,corteza amarilla,17,5,1.3,0,1068.17
D3058,madero negro,40.7,8,1.5,0,0
D3059,corteza amarilla,25.2,7,2.5,0,4513.77
D3060,guácimo,19.4,5,1.5,0,441.39
D3061,guanacaste blanco,34.4,14,2,0,6796.21
D3062,guanacaste blanco,39.2,14,1.5,0,6618.86
D3063,ron ron,30,12,2,0,6090.01
D3064,jobo,34,12,2,0,2136.34
D3065,guanacaste,180,18,4,5.0894,372155.83
D3066,carao espinoso,19.2,12,3,0,0
D3067,laurel muñeco,19.2,12,1.5,0,888.26
D3068,guácimo,21.5,8,1.5,0,542.12
D3069,laurel muñeco,18.4,10,2,0,1087.71
D3070,tabaquillo,33.7,14,2,0,0
D3071,guanacaste blanco,21.8,9,2,0,2729.37
D3072,guanacaste blanco,42,14,1.5,0,7598.18
D3073,laurel,39.8,12,3,0,7633.69
D3074,guácimo,22.5,6,1.3,0,514.56
D3075,guácimo,40,7,1.5,0,1876.47
D3076,guácimo,28.4,7,1.5,0,945.93
D3077,guácimo,30,7,1.5,0,1055.52
D3078,corteza amarilla,31.7,9,2,0,5714.09
D3079,guácimo,26.7,7,1.5,0,836.07
D3080,guácimo,27.8,6,1.5,0,906.38
D3081,laurel,30.6,15,2.5,0,3760.36
D3082,guanacaste blanco,31.8,16,2.5,0,7259.62
D3083,cocobolo,33.3,9,2,0,7503.50
D3084,guanacaste blanco,38.5,16,2,0,8512.78
D3085,guácimo,36.6,7,1.3,0,1361.56
D3086,guácimo,24.7,6,1.5,0,715.51
D3087,sietecueros-pavillo,25.8,9,2,0,1514.01
D3088,guanacaste blanco,31.9,16,3,0,8766.42
D3089,guanacaste blanco,19,8,1.5,0,1554.96
